Country,Gender,Demographics_Question,Demographics_Response,Question,Value
Jordan,F,Employment,Unemployed,... if she refuses to have sex with him,14.9
Nigeria,M,Marital status,Never married,... if she neglects the children,14.8
Tanzania,M,Age,15-24,... if she argues with him,30.6
Gambia,M,Residence,Urban,... if she goes out without telling him,17.0
Myanmar,F,Marital status,Never married,... if she neglects the children,41.3
Lesotho,M,Residence,Urban,... if she goes out without telling him,10.0
Ukraine,M,Marital status,Married or living together,... if she goes out without telling him,2.8
Colombia,M,Residence,Rural,... if she burns the food,2.0
Guatemala,F,Residence,Urban,... if she goes out without telling him,1.7
Mozambique,F,Marital status,Married or living together,... if she neglects the children,4.0
Congo Democratic Republic,F,Employment,Unemployed,... if she argues with him,54.6
India,F,Education,Higher,... for at least one specific reason,33.8
Madagascar,M,Education,Secondary,... if she refuses to have sex with him,6.6
Nicaragua,F,Marital status,Never married,... if she refuses to have sex with him,0.0
Tajikistan,F,Education,No education,... if she burns the food,41.7
Cambodia,F,Age,35-49,... if she neglects the children,48.7
Jordan,F,Education,Primary,... if she refuses to have sex with him,14.9
Angola,M,Residence,Urban,... if she neglects the children,9.2
Congo,M,Age,25-34,... for at least one specific reason,42.9
Indonesia,F,Age,35-49,... if she neglects the children,22.0
India,M,Residence,Urban,... if she burns the food,8.7
Maldives,F,Age,15-24,... if she burns the food,14.9
Maldives,M,Employment,Unemployed,... if she goes out without telling him,4.6
Moldova,F,Age,15-24,... for at least one specific reason,21.4
Mozambique,M,Residence,Rural,... if she neglects the children,7.7
Turkey,F,Education,No education,... if she burns the food,6.7
Azerbaijan,F,Education,Secondary,... if she refuses to have sex with him,15.5
Bolivia,M,Employment,Employed for cash,... if she neglects the children,14.9
Tajikistan,M,Education,No education,... for at least one specific reason,14.9
Afghanistan,M,Employment,Unemployed,... if she refuses to have sex with him,17.0
Morocco,F,Marital status,Married or living together,... if she burns the food,25.7
Congo Democratic Republic,M,Education,No education,... if she goes out without telling him,32.9
Burundi,F,Employment,Employed for kind,... for at least one specific reason,63.0
Timor-Leste,M,Education,No education,... if she argues with him,32.0
Ethiopia,F,Education,No education,... if she goes out without telling him,52.2
Mali,F,Marital status,Married or living together,... if she refuses to have sex with him,66.1
Eswatini,F,Marital status,Married or living together,... if she argues with him,15.3
Congo,F,Age,15-24,... if she argues with him,14.9
Cambodia,F,Residence,Rural,... for at least one specific reason,52.7
Honduras,F,Age,15-24,... if she refuses to have sex with him,2.3
Armenia,M,Marital status,Never married,... if she burns the food,1.0
Liberia,F,Employment,Employed for kind,... if she burns the food,7.4
Indonesia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,11.2
Cambodia,M,Education,No education,... if she burns the food,0.7
Senegal,M,Residence,Urban,... if she neglects the children,10.4
Namibia,F,Education,No education,... if she refuses to have sex with him,17.4
Dominican Republic,M,Employment,Unemployed,... if she refuses to have sex with him,0.6
Dominican Republic,F,Marital status,Never married,... if she goes out without telling him,0.5
Zimbabwe,M,Marital status,Married or living together,... if she burns the food,3.1
Jordan,M,Marital status,Married or living together,... if she neglects the children,9.8
Congo Democratic Republic,F,Residence,Rural,... for at least one specific reason,75.7
Bangladesh,F,Marital status,Married or living together,... for at least one specific reason,28.1
South Africa,F,Employment,Employed for kind,... if she goes out without telling him,2.7
Albania,F,Age,35-49,... if she burns the food,1.0
Pakistan,M,Marital status,Never married,... for at least one specific reason,14.9
Guyana,F,Education,Secondary,... for at least one specific reason,15.2
Armenia,M,Marital status,Never married,... if she argues with him,16.0
Zambia,F,Employment,Employed for kind,... if she neglects the children,45.7
Armenia,F,Employment,Employed for kind,... for at least one specific reason,26.2
Albania,M,Education,No education,... for at least one specific reason,26.6
Egypt,F,Marital status,Never married,... if she burns the food,14.9
Zambia,M,Education,Secondary,... for at least one specific reason,29.7
Bangladesh,M,Marital status,"Widowed, divorced, separated",... if she argues with him,14.9
Tajikistan,M,Employment,Unemployed,... if she argues with him,14.9
Egypt,M,Employment,Unemployed,... if she burns the food,14.9
Bangladesh,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,14.9
Tajikistan,M,Age,15-24,... if she burns the food,14.9
Chad,F,Education,Higher,... for at least one specific reason,60.1
Peru,F,Marital status,Married or living together,... if she refuses to have sex with him,0.7
Maldives,M,Employment,Employed for kind,... if she burns the food,14.9
Myanmar,M,Education,Higher,... for at least one specific reason,34.9
Moldova,M,Education,Secondary,... if she burns the food,2.9
Togo,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,22.7
Ghana,M,Employment,Unemployed,... for at least one specific reason,13.7
Moldova,M,Education,Secondary,... if she goes out without telling him,11.6
Nigeria,F,Age,25-34,... if she burns the food,15.0
Mozambique,F,Marital status,Never married,... if she refuses to have sex with him,3.7
Togo,M,Age,15-24,... if she goes out without telling him,10.7
India,M,Employment,Employed for cash,... if she burns the food,9.9
Nigeria,M,Marital status,Never married,... for at least one specific reason,26.0
Malawi,F,Age,35-49,... for at least one specific reason,14.7
Guinea,F,Age,15-24,... if she argues with him,47.2
Albania,F,Education,Higher,... for at least one specific reason,1.4
Dominican Republic,M,Age,15-24,... if she neglects the children,3.6
Indonesia,M,Education,Secondary,... if she neglects the children,12.8
Tajikistan,F,Employment,Employed for cash,... if she refuses to have sex with him,22.3
Nicaragua,M,Education,Primary,... if she argues with him,14.9
Egypt,M,Age,25-34,... if she burns the food,14.9
Burundi,F,Employment,Unemployed,... if she goes out without telling him,30.1
Madagascar,F,Employment,Unemployed,... if she goes out without telling him,17.9
Bangladesh,M,Employment,Unemployed,... if she argues with him,14.9
Egypt,M,Marital status,Never married,... if she burns the food,14.9
Mozambique,M,Education,Primary,... if she refuses to have sex with him,8.1
Nigeria,M,Employment,Unemployed,... if she neglects the children,11.5
Zimbabwe,M,Marital status,"Widowed, divorced, separated",... if she argues with him,12.4
Tanzania,M,Education,Secondary,... if she neglects the children,27.4
Togo,M,Employment,Employed for kind,... if she argues with him,15.8
Guatemala,F,Education,Primary,... if she goes out without telling him,5.0
Gambia,M,Residence,Rural,... if she neglects the children,24.4
Benin,M,Education,Primary,... if she refuses to have sex with him,6.0
Jordan,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,4.4
Philippines,M,Residence,Urban,... if she refuses to have sex with him,14.9
Ethiopia,M,Employment,Employed for kind,... if she burns the food,14.3
Guinea,F,Education,Primary,... if she argues with him,49.5
Peru,M,Employment,Employed for cash,... for at least one specific reason,14.9
Gambia,M,Residence,Urban,... if she argues with him,8.8
Madagascar,M,Age,35-49,... if she neglects the children,20.8
India,M,Age,35-49,... if she refuses to have sex with him,8.1
Namibia,F,Marital status,Married or living together,... if she neglects the children,21.2
Zambia,F,Education,No education,... for at least one specific reason,54.1
Bangladesh,F,Education,Secondary,... if she goes out without telling him,12.0
Ukraine,M,Age,25-34,... if she neglects the children,11.9
Turkey,F,Residence,Rural,... if she neglects the children,15.3
Congo,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,12.9
Ukraine,F,Residence,Urban,... if she refuses to have sex with him,0.3
Gambia,M,Age,35-49,... if she goes out without telling him,14.5
Guinea,M,Age,35-49,... if she goes out without telling him,36.8
Congo Democratic Republic,F,Marital status,Never married,... for at least one specific reason,72.1
Chad,F,Age,25-34,... if she neglects the children,62.6
Afghanistan,F,Residence,Urban,... if she argues with him,54.7
Zambia,M,Residence,Urban,... if she argues with him,15.4
Comoros,F,Age,25-34,... if she goes out without telling him,26.4
Turkey,F,Education,No education,... if she neglects the children,25.3
Namibia,M,Marital status,Married or living together,... if she refuses to have sex with him,1.2
Yemen,F,Employment,Employed for kind,... if she neglects the children,42.4
Gabon,F,Education,Primary,... if she neglects the children,46.2
Philippines,M,Age,25-34,... if she burns the food,14.9
Honduras,M,Education,Secondary,... if she refuses to have sex with him,1.0
Burundi,M,Marital status,Never married,... if she burns the food,6.7
Yemen,M,Education,Secondary,... if she goes out without telling him,14.9
Rwanda,M,Residence,Rural,... for at least one specific reason,19.1
Turkey,F,Employment,Employed for kind,... for at least one specific reason,14.9
Kenya,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,17.5
Kenya,M,Residence,Urban,... if she goes out without telling him,16.1
Gambia,M,Residence,Urban,... if she refuses to have sex with him,16.0
Benin,F,Employment,Employed for cash,... if she neglects the children,23.5
Chad,F,Residence,Rural,... for at least one specific reason,73.5
Rwanda,M,Marital status,Never married,... if she argues with him,6.3
Cote d'Ivoire,M,Age,35-49,... if she argues with him,20.3
Mali,F,Education,Primary,... for at least one specific reason,80.5
Senegal,M,Residence,Rural,... for at least one specific reason,37.6
Malawi,M,Employment,Employed for cash,... if she burns the food,1.9
Zambia,F,Employment,Employed for cash,... for at least one specific reason,45.9
Cote d'Ivoire,F,Education,Secondary,... for at least one specific reason,39.5
Ghana,F,Education,Secondary,... for at least one specific reason,22.6
Ukraine,F,Education,No education,... if she neglects the children,14.9
Honduras,M,Education,No education,... if she burns the food,3.7
Cameroon,F,Employment,Employed for kind,... if she argues with him,22.3
Uganda,M,Employment,Employed for cash,... if she argues with him,22.7
Pakistan,F,Education,Primary,... if she burns the food,16.7
Nicaragua,M,Residence,Urban,... if she goes out without telling him,14.9
Zambia,M,Age,25-34,... if she neglects the children,17.8
Albania,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,7.0
Turkmenistan,F,Education,Secondary,... if she refuses to have sex with him,21.9
Ethiopia,F,Residence,Rural,... if she neglects the children,52.7
Honduras,M,Education,Primary,... if she neglects the children,8.9
Lesotho,M,Employment,Employed for kind,... if she argues with him,30.9
Myanmar,F,Education,Primary,... for at least one specific reason,54.7
Myanmar,F,Employment,Employed for kind,... if she neglects the children,45.0
Cambodia,F,Education,Secondary,... if she burns the food,7.5
Guatemala,F,Education,Secondary,... if she goes out without telling him,1.2
Zimbabwe,M,Marital status,Never married,... if she refuses to have sex with him,7.8
Colombia,F,Education,Higher,... for at least one specific reason,1.6
Liberia,F,Education,Higher,... if she neglects the children,14.0
India,M,Residence,Urban,... if she refuses to have sex with him,7.8
Cambodia,M,Marital status,Never married,... if she argues with him,10.3
Congo Democratic Republic,F,Residence,Urban,... for at least one specific reason,73.2
Nicaragua,F,Education,Primary,... if she refuses to have sex with him,3.8
Cambodia,F,Age,25-34,... if she refuses to have sex with him,11.0
Burundi,M,Age,15-24,... if she neglects the children,32.8
Congo Democratic Republic,F,Age,25-34,... for at least one specific reason,75.2
Turkey,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,6.5
